x,y,lat,lon,origin_lat,origin_lon
433.8149807938541,702.2361116847715,50.926966,5.336089,50.926946,5.336048
939.2381355582174,414.6313039527489,50.926974,5.336033,50.926946,5.336048
133.52172566188926,342.7301020197432,50.926911,5.336057,50.926946,5.336048
450.7329106604437,239.10778158688208,50.92692,5.336006,50.926946,5.336048
258.2914584279873,501.3356945190204,50.926945,5.336075,50.926946,5.336048
719.3050472925529,327.9269133864774,50.926956,5.336024,50.926946,5.336048
