x,y,lat,lon,origin_lat,origin_lon
367.43084127111183,443.9441740708129,50.92691,5.336062,50.926946,5.336048
348.2713119346834,504.90631286853966,50.926966,5.336079,50.926946,5.336048
390.94480909309215,515.3569652338642,50.926976,5.336024,50.926946,5.336048
406.620787641079,453.5239387390271,50.92692,5.336001,50.926946,5.336048
488.48423116945486,425.65553243149486,50.926897,5.335889,50.926946,5.336048
582.5401024573762,416.0757677632807,50.926888,5.335753,50.926946,5.336048
